site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,pollen.load,pollen.collected,notes,nest.search.fl.abun,nest.search.substrate,fl.switch.1,fl.switch.1.resource.coll,fl.switch.2,fl.switch.2.resource.coll
Rosy.Hills,RH,2015,14-Jun-15,165,5,JEO,3:35:00 pm,4:53:00 pm,78,cloudy.mild,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,8-Jun-15,159,5,JEO,2:35:00 pm,3:35:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,,,,,,,,,,
Stormy.Pass,SP,2015,8-Jun-15,159,5,JEO,2:35:00 pm,3:35:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,,,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Mertensia.fusiformis,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Taraxacum.officinale,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,,no,,,,,,,,
Stormy.Pass,SP,2015,13-Jun-15,164,5,JEO,1:48:00 pm,2:48:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Taraxacum.officinale,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,with mites,,,,,,
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,2:20:00 pm,3:20:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Distegia.involucrata,,yes,yes,,,,,,,
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,2:30:00 pm,3:00:00 pm,30,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,aspen,a,1,Bombus,unknown,q,frg,Valeriana.occidentalis,,,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,dry,d,1,Bombus,nevadensis,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Erythrocoma.triflora,,yes,yes,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Copper.Creek,CC,2015,15-Jun-15,166,6,JEO,3:00:00 pm,4:00:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,aspen,a,1,Bombus,centralis,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,aspen,a,1,Bombus,rufocinctus.dark,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,dry,d,1,Bombus,bifarius,q,frg,Lupinus.bakeri,,yes,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,dry,d,1,Bombus,californicus,q,frg,Lathyrus.leucanthus,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,dry,d,1,Bombus,californicus,q,frg,Lathyrus.leucanthus,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,dry,d,1,Bombus,bifarius,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,dry,d,1,Bombus,unknown,q,frg,Senecio.integerrimus,,,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,bifarius,q,frg,Lupinus.bakeri,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,bifarius,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,flavifrons,q,frg,Lupinus.bakeri,,yes,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,nevadensis,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,rufocinctus,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,15-Jun-15,166,6,JEO,4:30:00 pm,5:15:00 pm,45,clear.mild,wet,w,1,Bombus,bifarius,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,aspen,a,1,Bombus,unknown,q,frg,Hydrophyllum.fendleri,,,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,aspen,a,1,Bombus,rufocinctus.dark,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Lupinus.bakeri,,yes,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,dry,d,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,dry,d,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Senecio.integerrimus,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Senecio.integerrimus,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Senecio.integerrimus,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,appositus,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,18-Jun-15,169,6,JEO,3:25:00 pm,4:10:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,aspen,a,1,Bombus,bifarius,q,frg,Taraxacum.officinale,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,unknown,q,frg,Taraxacum.officinale,,,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,unknown,q,frg,Taraxacum.officinale,,,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Valeriana.occidentalis,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.capitatum,,no,,,,,,,,
Gothic.Spires,GS,2015,17-Jun-15,168,6,JEO,3:40:00 pm,4:40:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.ciliata,,yes,,,,,,,,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,40,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,40,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,40,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Senecio.integerrimus,,yes,,,,,,,,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,40,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,40,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Gothic.Spires,GS,2015,19-Jun-15,170,6,JEO,3:40:00 pm,4:20:00 pm,40,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,1,Bombus,rufocinctus.orange,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,aspen,a,1,Bombus,rufocinctus.orange,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
