site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,pollen.load,pollen.collected,notes,nest.search.fl.abun,nest.search.substrate,fl.switch.1,fl.switch.1.resource.coll,fl.switch.2,fl.switch.2.resource.coll
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,,"Bright orange pollen load, likely Lupinus",,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,dry,d,1,Bombus,nevadensis,q,frg,Delphinium.nuttallianum,,,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Hydrophyllum.fendleri,pollen,yes,,,,,Osmorhiza.occidentalis,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,1,Bombus,unknown,q,frg,Hydrophyllum.fendleri,,,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Hydrophyllum.fendleri,,yes,,,,,Valeriana.occidentalis,,,
Rosy.Hills,RH,2015,18-Jun-15,169,6,JEO,9:50:00 am,10:50:00 am,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Lupinus.bakeri,,no,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,1,Bombus,nevadensis,q,frg,Hydrophyllum.fendleri,,,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Hydrophyllum.fendleri,,yes,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,no,,,,,,,,
Rosy.Hills,RH,2015,20-Jun-15,171,6,JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,yes,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,yes,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,wet,w,1,Bombus,unknown,q,frg,Mertensia.ciliata,,,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,wet,w,1,Bombus,mixtus,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Potentilla.pulcherrima,,no,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,18-Jun-15,169,6,JEO,12:55:00 pm,1:55:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Lathyrus.leucanthus,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,1,Bombus,mixtus,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,1,Bombus,mixtus,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,1,Bombus,unknown,q,frg,Mertensia.ciliata,,no,,,,,,,,
Stormy.Pass,SP,2015,21-Jun-15,172,6,JEO+AJC,2:50:00 pm,3:50:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,yes,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,yes,yes,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Lathyrus.leucanthus,,yes,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00 pm,1:35:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,yes,yes,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,dry,d,1,Bombus,unknown,q,frg,Lupinus.bakeri,,no,,short.tongue,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,wet,w,1,Bombus,unknown,q,frg,Lupinus.bakeri,,,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Frasera.speciosa,,no,,,,,,,,
Copper.Creek,CC,2015,22-Jun-15,173,7,JEO+JAB,10:50:00 am,11:50:00 am,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Frasera.speciosa,,no,,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,aspen,a,1,Bombus,rufocinctus.dark,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,californicus,q,frg,Lupinus.bakeri,,no,,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Lupinus.bakeri,,yes,,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,no,,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Lupinus.bakeri,,yes,yes,,,,,,,
Frogs.Pond,FP,2015,22-Jun-15,173,7,JEO+JAB,1:30:00 pm,2:15:00 pm,45,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Frasera.speciosa,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,aspen,a,1,Bombus,unknown,q,frg,Taraxacum.officinale,,,,short.tongue,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,Adenolinum.lewisii,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,Adenolinum.lewisii,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Adenolinum.lewisii,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Adenolinum.lewisii,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Dodecatheon.pulchellum,pollen,no,,Buzzing,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Dodecatheon.pulchellum,pollen,no,,Buzzing,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Dodecatheon.pulchellum,pollen,no,,Buzzing,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,sylvicola,q,frg,Dodecatheon.pulchellum,pollen,no,,Buzzing,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,sylvicola,q,frg,Dodecatheon.pulchellum,pollen,no,,Buzzing,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,insularis,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Gothic.Spires,GS,2015,26-Jun-15,177,7,JEO,10:10:00 am,11:10:00 am,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,aspen,a,1,Bombus,nevadensis,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Lathyrus.leucanthus,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,dry,d,1,Bombus,rufocinctus.dark,q,frg,Frasera.speciosa,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Lupinus.bakeri,,no,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,wet,w,1,Bombus,californicus,q,frg,Lupinus.bakeri,,yes,,,,,,,,
Rosy.Hills,RH,2015,23-Jun-15,174,7,JEO,1:55:00 pm,2:55:00 pm,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,,yes,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Potentilla.pulcherrima,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Lathyrus.leucanthus,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus.orange,q,frg,Mertensia.ciliata,,yes,yes,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,yes,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Hydrophyllum.fendleri,,yes,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.ciliata,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Hydrophyllum.fendleri,,no,,,,,,,,
Stormy.Pass,SP,2015,25-Jun-15,176,7,JEO,1:45:00 pm,2:45:00 pm,60,clear.warm,wet,w,1,Bombus,rufocinctus.dark,q,frg,Mertensia.ciliata,,no,,,,,,,,
